id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso
EZYV17613,Ásia,Mestrado,N,N,906,1947,Nordeste,123.44,Hora,S,Negado
EZYV16620,Europa,Mestrado,S,N,1471,1985,Oeste,62209.76,Ano,S,Aprovado
EZYV10233,América do Norte,Ensino Superior,N,N,2182,1997,Nordeste,281.1569,Hora,S,Negado
EZYV19793,Ásia,Mestrado,S,N,3053,2004,Meio-Oeste,112358.6,Ano,S,Aprovado
EZYV18671,Ásia,Mestrado,S,N,1050,2013,Oeste,77253.4,Ano,N,Aprovado
EZYV16559,Ásia,Ensino Superior,S,N,2897,2001,Oeste,34850.8,Ano,S,Negado
EZYV12707,Ásia,Mestrado,N,N,17757,1994,Oeste,101826.78,Ano,S,Negado
EZYV4115,Ásia,Ensino Superior,S,N,2700,2000,Meio-Oeste,77049.94,Ano,S,Aprovado
EZYV3810,América do Norte,Ensino Médio,S,N,6046,2007,Meio-Oeste,95474.67,Ano,N,Aprovado
EZYV1619,América do Sul,Ensino Superior,S,N,1805,2005,Oeste,82959.14,Ano,S,Aprovado
EZYV21255,Ásia,Mestrado,N,N,1034,2006,Oeste,20587.69,Ano,S,Negado
EZYV2347,América do Sul,Ensino Superior,S,N,275,2000,Sul,147.33,Hora,S,Aprovado
EZYV11932,Ásia,Ensino Superior,S,N,2533,2006,Nordeste,69059.01,Ano,S,Aprovado
EZYV21274,Ásia,Ensino Médio,S,N,2338,1891,Sul,43659.02,Ano,S,Aprovado
EZYV4176,Ásia,Ensino Médio,N,N,1889,1988,Meio-Oeste,57227.79,Ano,S,Negado
EZYV9676,América do Norte,Ensino Superior,S,N,79,2002,Sul,192084.37,Ano,N,Aprovado
EZYV20682,América do Norte,Ensino Superior,N,N,2334,1969,Ilha,114424.98,Ano,N,Negado
EZYV4849,América do Norte,Doutorado,S,N,5483,1999,Oeste,64955.57,Ano,S,Aprovado
EZYV1738,Ásia,Ensino Superior,N,S,3389,2012,Oeste,53353.0,Ano,S,Negado
EZYV15317,Europa,Mestrado,S,N,3150,1889,Sul,501.3166,Hora,S,Aprovado
EZYV1537,América do Sul,Ensino Superior,S,N,2940,2011,Oeste,38581.12,Ano,S,Aprovado
EZYV13751,Europa,Doutorado,S,N,6115,2008,Oeste,29906.19,Ano,S,Aprovado
EZYV20527,Ásia,Mestrado,N,N,1207,1885,Sul,149166.98,Ano,S,Negado
EZYV9105,Ásia,Ensino Superior,N,N,757,2001,Meio-Oeste,175734.63,Ano,S,Aprovado
EZYV21945,África,Mestrado,S,N,-25,1977,Meio-Oeste,79150.51,Ano,S,Aprovado
EZYV4703,Europa,Ensino Médio,S,N,2144,1998,Sul,2880.94,Ano,S,Negado
EZYV2778,Ásia,Ensino Superior,N,N,1763,2002,Meio-Oeste,41965.02,Ano,S,Negado
EZYV21192,Ásia,Ensino Superior,S,N,5933,2004,Nordeste,24953.34,Ano,S,Negado
EZYV24841,Europa,Mestrado,N,N,2735,1997,Sul,105472.78,Ano,S,Negado
EZYV23292,América do Norte,Mestrado,N,S,2088,1878,Meio-Oeste,91382.73,Ano,S,Aprovado
EZYV2161,América do Norte,Ensino Superior,N,N,3275,1941,Oeste,96967.35,Ano,S,Negado
EZYV12748,Ásia,Ensino Superior,S,N,304,2005,Nordeste,13034.51,Ano,S,Aprovado
EZYV2428,Europa,Ensino Médio,S,N,800,1999,Nordeste,45383.6,Ano,S,Negado
EZYV9945,Ásia,Mestrado,N,N,1732,2005,Meio-Oeste,31968.81,Ano,S,Aprovado
EZYV13326,Ásia,Mestrado,S,N,988,2001,Nordeste,105265.77,Ano,N,Aprovado
EZYV18731,Ásia,Mestrado,S,N,1664,1992,Nordeste,153977.48,Ano,N,Aprovado
EZYV23987,Europa,Doutorado,N,N,15602,2001,Nordeste,3153.74,Ano,S,Aprovado
EZYV11052,Ásia,Mestrado,N,N,3901,1911,Oeste,126744.18,Ano,S,Negado
EZYV8045,Ásia,Ensino Médio,S,N,950,1974,Nordeste,594.6598,Hora,S,Negado
EZYV10770,Ásia,Mestrado,N,N,66191,1996,Sul,119908.2,Ano,N,Negado
EZYV15876,América do Norte,Ensino Superior,N,N,41551,1888,Nordeste,274.7333,Hora,S,Negado
EZYV21613,Ásia,Ensino Superior,S,N,1892,1978,Meio-Oeste,87751.88,Ano,S,Negado
EZYV5764,América do Norte,Doutorado,S,N,3982,1990,Sul,50170.32,Ano,S,Aprovado
EZYV3302,Europa,Doutorado,S,N,5147,1977,Meio-Oeste,65281.24,Ano,S,Aprovado
EZYV10966,América do Norte,Mestrado,S,N,881,1988,Sul,81375.15,Ano,N,Aprovado
EZYV16670,Ásia,Mestrado,N,N,3675,2008,Nordeste,53517.96,Ano,N,Aprovado
EZYV5525,Ásia,Mestrado,N,N,4374,1969,Sul,54715.19,Ano,S,Aprovado
EZYV21278,América do Norte,Ensino Superior,S,N,2817,1876,Oeste,110339.19,Ano,S,Aprovado
EZYV17688,Europa,Mestrado,N,N,2243,2005,Nordeste,741.6666,Hora,S,Negado
EZYV14178,Ásia,Ensino Médio,S,N,4415,1966,Sul,150967.51,Ano,N,Negado
EZYV21392,Ásia,Ensino Superior,S,N,429,1976,Sul,131630.23,Ano,S,Aprovado
EZYV18689,Ásia,Mestrado,N,N,1156,1965,Sul,100838.82,Ano,N,Aprovado
EZYV15222,Europa,Doutorado,S,N,785,1994,Nordeste,26799.46,Ano,S,Aprovado
EZYV5134,Ásia,Mestrado,S,N,1090,1998,Sul,56543.15,Ano,S,Aprovado
EZYV24783,Ásia,Ensino Superior,S,N,2743,1999,Nordeste,8621.45,Ano,S,Aprovado
EZYV11022,América do Norte,Mestrado,N,N,439,1983,Oeste,276.646,Hora,S,Aprovado
EZYV11866,Europa,Ensino Superior,S,N,4168,2004,Oeste,18611.11,Ano,S,Negado
EZYV15957,Ásia,Ensino Superior,S,N,1375,2009,Ilha,89797.25,Ano,S,Aprovado
EZYV20073,Europa,Mestrado,N,N,708,1981,Oeste,3980.35,Ano,S,Aprovado
EZYV2747,Ásia,Mestrado,N,N,180,1991,Ilha,183653.31,Ano,S,Negado
EZYV11494,Ásia,Ensino Médio,S,N,-14,1999,Sul,27599.35,Ano,S,Negado
EZYV6953,América do Sul,Doutorado,S,N,1836,1995,Nordeste,22684.13,Ano,S,Aprovado
EZYV16878,Ásia,Ensino Superior,N,N,3533,2009,Nordeste,60151.75,Ano,S,Negado
EZYV2613,Ásia,Mestrado,N,N,2041,1864,Sul,44864.77,Ano,S,Negado
EZYV25176,Ásia,Mestrado,N,N,4800,1986,Oeste,13576.66,Ano,S,Negado
EZYV21194,Ásia,Mestrado,S,N,1557,1995,Meio-Oeste,129996.95,Ano,N,Aprovado
EZYV9218,Ásia,Ensino Superior,S,N,816,1978,Meio-Oeste,158901.11,Ano,S,Aprovado
EZYV11091,Ásia,Ensino Superior,N,S,3326,1904,Sul,64660.24,Ano,S,Aprovado
EZYV16897,Ásia,Mestrado,S,N,3005,1985,Meio-Oeste,105503.36,Ano,S,Aprovado
EZYV17084,América do Norte,Ensino Superior,S,N,1324,1985,Oeste,371.0813,Hora,S,Negado
EZYV23348,Ásia,Ensino Superior,S,N,748,1943,Meio-Oeste,67535.72,Ano,S,Aprovado
EZYV11880,Ásia,Mestrado,N,N,1278,1990,Nordeste,131745.49,Ano,N,Aprovado
EZYV20339,Ásia,Ensino Superior,N,N,3345,2003,Sul,71682.17,Ano,S,Negado
EZYV1643,América do Norte,Mestrado,N,N,2850,2006,Ilha,160847.0,Ano,S,Negado
EZYV3239,Ásia,Ensino Superior,N,N,3300,1993,Nordeste,116801.81,Ano,S,Negado
EZYV3787,Ásia,Ensino Superior,S,N,22953,1990,Nordeste,75333.02,Ano,S,Negado
EZYV7651,Ásia,Ensino Superior,S,N,2548,2004,Sul,51012.42,Ano,S,Negado
EZYV15913,Ásia,Mestrado,N,N,5182,1946,Nordeste,13014.05,Ano,S,Aprovado
EZYV3639,Ásia,Mestrado,N,N,1472,2006,Meio-Oeste,215525.05,Ano,S,Negado
EZYV24373,Ásia,Mestrado,S,S,1742,1989,Oeste,90442.37,Ano,S,Aprovado
EZYV22934,Ásia,Mestrado,N,N,3704,1983,Oeste,40957.67,Ano,S,Negado
EZYV6664,Ásia,Ensino Médio,S,N,4365,1998,Ilha,177452.64,Ano,S,Negado
EZYV17459,Ásia,Mestrado,N,N,2961,1999,Sul,37983.27,Ano,S,Aprovado
EZYV13798,Ásia,Ensino Superior,N,N,1760,1997,Sul,94641.32,Ano,S,Negado
EZYV21542,Ásia,Ensino Superior,S,N,1335,2001,Meio-Oeste,6378.84,Ano,S,Aprovado
EZYV3980,Europa,Doutorado,N,N,6505,2010,Oeste,22111.44,Ano,S,Aprovado
EZYV10530,Ásia,Ensino Superior,N,N,842,1990,Oeste,131347.64,Ano,S,Negado
EZYV17963,Ásia,Ensino Médio,S,N,2150,1945,Meio-Oeste,124940.96,Ano,S,Aprovado
EZYV8688,Europa,Mestrado,S,N,130,1947,Meio-Oeste,71419.11,Ano,S,Aprovado
EZYV8314,Europa,Ensino Médio,N,S,4599,1975,Meio-Oeste,28994.33,Ano,S,Negado
EZYV8649,Ásia,Doutorado,N,N,741,2000,Sul,91740.25,Ano,S,Aprovado
EZYV11897,Ásia,Mestrado,N,N,1606,2010,Oeste,126516.39,Ano,S,Aprovado
EZYV13314,Ásia,Mestrado,N,N,5037,1869,Meio-Oeste,110692.91,Semana,S,Aprovado
EZYV16098,Ásia,Ensino Superior,S,N,3541,1994,Ilha,169221.65,Ano,S,Aprovado
EZYV6205,América do Norte,Ensino Superior,N,N,1361,2004,Sul,92231.75,Ano,S,Aprovado
EZYV12395,Europa,Mestrado,S,N,3076,2010,Oeste,56401.69,Ano,S,Aprovado
EZYV22220,Ásia,Ensino Superior,S,S,1388,1948,Nordeste,21962.01,Ano,S,Aprovado
EZYV19456,Ásia,Mestrado,N,N,471,2012,Sul,118701.14,Ano,S,Negado
EZYV14301,Ásia,Mestrado,S,N,3556,1998,Meio-Oeste,42578.58,Ano,S,Aprovado
EZYV6572,Ásia,Ensino Médio,S,N,2567,1911,Oeste,46822.65,Ano,S,Negado
EZYV5594,América do Norte,Mestrado,S,N,2585,1986,Sul,52486.74,Ano,S,Aprovado
EZYV5765,América do Norte,Mestrado,S,N,1400,1996,Sul,61052.31,Ano,N,Aprovado
EZYV6290,Europa,Mestrado,S,N,32057,1985,Oeste,20675.18,Ano,S,Aprovado
EZYV8944,Ásia,Mestrado,S,N,69956,2001,Meio-Oeste,73779.04,Ano,S,Aprovado
EZYV13329,Europa,Mestrado,S,N,2967,2010,Nordeste,26355.08,Ano,S,Aprovado
EZYV4804,Ásia,Mestrado,S,N,2865,2000,Nordeste,38585.11,Ano,N,Aprovado
EZYV20165,Ásia,Mestrado,S,N,2001,1979,Sul,37002.66,Ano,S,Aprovado
EZYV23827,Ásia,Ensino Superior,S,N,5067,1994,Sul,50846.91,Ano,S,Aprovado
EZYV2251,América do Norte,Mestrado,S,N,3867,1999,Nordeste,29840.02,Ano,S,Aprovado
EZYV23310,Europa,Ensino Superior,N,N,620,1979,Oeste,56148.62,Ano,S,Aprovado
EZYV13583,América do Norte,Mestrado,S,N,439,1977,Nordeste,71559.96,Semana,S,Negado
EZYV20389,Ásia,Mestrado,N,N,533,1847,Meio-Oeste,108301.89,Ano,S,Negado
EZYV21968,América do Sul,Doutorado,S,N,903,1979,Oeste,16491.08,Ano,S,Aprovado
EZYV18348,Ásia,Ensino Superior,N,S,14083,1914,Oeste,70048.73,Ano,S,Negado
EZYV11925,Ásia,Mestrado,S,N,1272,1960,Sul,117972.2,Ano,N,Aprovado
EZYV4143,Ásia,Ensino Superior,N,N,3819,1960,Oeste,44095.87,Ano,S,Negado
EZYV16982,Ásia,Mestrado,N,N,165,2005,Meio-Oeste,144724.07,Ano,S,Aprovado
EZYV21761,Ásia,Ensino Superior,S,N,-25,2000,Oeste,100463.58,Ano,S,Aprovado
EZYV20967,Ásia,Mestrado,S,N,54356,2004,Oeste,84870.17,Ano,S,Aprovado
EZYV10691,Ásia,Ensino Superior,N,N,2252,1996,Sul,28239.95,Ano,S,Aprovado
EZYV14228,Europa,Mestrado,S,N,21127,1982,Nordeste,43481.63,Ano,N,Aprovado
EZYV2722,Ásia,Mestrado,N,N,796,1998,Meio-Oeste,94973.9,Ano,S,Negado
EZYV1081,América do Norte,Mestrado,N,N,12650,1983,Nordeste,15103.38,Ano,N,Negado
EZYV17774,Ásia,Mestrado,N,S,1533,2004,Sul,200914.45,Ano,S,Aprovado
EZYV1032,Ásia,Mestrado,S,S,247,1993,Oeste,38406.29,Ano,S,Aprovado
EZYV14566,América do Norte,Ensino Superior,S,N,3315,1969,Nordeste,37560.64,Ano,N,Negado
EZYV5461,Europa,Doutorado,N,N,2163,2014,Oeste,1670.27,Ano,S,Aprovado
EZYV761,Europa,Mestrado,N,S,598,2006,Nordeste,68640.89,Ano,S,Aprovado
EZYV17232,América do Norte,Ensino Superior,S,N,608,2000,Nordeste,45958.43,Ano,S,Negado
EZYV9825,Ásia,Doutorado,N,N,2529,2012,Oeste,13531.19,Ano,S,Aprovado
EZYV1797,Ásia,Ensino Superior,N,N,1695,1928,Sul,98700.87,Ano,S,Aprovado
EZYV20797,Europa,Doutorado,S,N,3828,1887,Oeste,34515.76,Ano,S,Negado
EZYV21236,Ásia,Ensino Superior,N,N,5588,1998,Sul,66435.87,Ano,N,Aprovado
EZYV17394,Europa,Doutorado,S,N,3971,1965,Oeste,35780.41,Ano,S,Negado
EZYV16552,Ásia,Ensino Superior,S,N,2378,2003,Oeste,55999.63,Ano,S,Negado
EZYV10223,Ásia,Ensino Médio,N,N,1394,1995,Sul,340.4479,Hora,S,Negado
EZYV25185,Ásia,Ensino Superior,S,N,4314,1991,Sul,55884.08,Ano,S,Aprovado
EZYV1930,Ásia,Mestrado,N,N,534,2005,Nordeste,44892.39,Ano,S,Negado
EZYV14506,Ásia,Ensino Superior,S,N,1121,2009,Nordeste,59945.39,Ano,S,Negado
EZYV16374,Ásia,Ensino Médio,S,N,5130,1988,Nordeste,13997.91,Ano,S,Aprovado
EZYV487,Ásia,Mestrado,N,N,3267,2003,Sul,161738.67,Ano,S,Aprovado
EZYV18052,Ásia,Ensino Superior,N,S,2131,2011,Nordeste,104833.47,Ano,S,Negado
EZYV19596,Europa,Mestrado,N,S,4027,1926,Meio-Oeste,124028.96,Ano,S,Negado
EZYV14599,Ásia,Mestrado,S,N,3739,1962,Meio-Oeste,82875.81,Ano,S,Aprovado
EZYV8591,Ásia,Ensino Superior,N,N,3530,1877,Nordeste,58297.26,Ano,S,Negado
EZYV21827,Ásia,Mestrado,N,N,2154,1986,Nordeste,95933.15,Ano,S,Negado
EZYV13215,Ásia,Ensino Superior,S,N,2161,1848,Sul,47932.09,Ano,S,Aprovado
EZYV1590,Ásia,Ensino Superior,N,N,1100,1918,Sul,167582.25,Semana,S,Aprovado
EZYV21124,Ásia,Mestrado,N,N,1415,1968,Meio-Oeste,3708.18,Ano,N,Negado
EZYV12345,América do Norte,Ensino Superior,S,N,445,2004,Nordeste,132761.07,Ano,S,Negado
EZYV15549,Ásia,Ensino Médio,S,N,3092,1984,Sul,87204.19,Ano,S,Negado
EZYV13437,Ásia,Ensino Superior,N,N,2966,2000,Oeste,98762.37,Ano,S,Negado
EZYV9909,Ásia,Mestrado,S,N,636,2005,Sul,124218.44,Ano,S,Aprovado
EZYV22198,Oceania,Mestrado,S,N,871,2005,Sul,109502.26,Ano,N,Aprovado
EZYV18357,Ásia,Ensino Superior,S,N,1072,1980,Oeste,82871.36,Ano,S,Aprovado
EZYV1206,Ásia,Doutorado,N,N,2151,2012,Meio-Oeste,67828.03,Ano,S,Aprovado
EZYV12269,África,Ensino Médio,S,N,165,1968,Oeste,62978.49,Ano,S,Negado
EZYV1134,Ásia,Mestrado,N,N,2004,2003,Sul,116179.43,Ano,N,Aprovado
EZYV19364,Ásia,Ensino Médio,S,N,299,1998,Meio-Oeste,48501.15,Ano,S,Aprovado
EZYV24201,América do Norte,Mestrado,N,S,234,1981,Meio-Oeste,41241.37,Ano,S,Negado
EZYV11201,Europa,Ensino Superior,N,N,2836,2002,Sul,82560.28,Ano,S,Aprovado
EZYV23534,Ásia,Ensino Médio,S,N,760,1994,Meio-Oeste,95911.56,Ano,S,Aprovado
EZYV14010,Ásia,Mestrado,S,N,1105,1975,Meio-Oeste,51093.23,Ano,N,Negado
EZYV22910,Ásia,Mestrado,S,N,1210,1888,Oeste,127079.96,Ano,N,Aprovado
EZYV21579,Ásia,Mestrado,N,N,2063,2007,Meio-Oeste,137906.41,Ano,S,Aprovado
EZYV471,Ásia,Ensino Superior,S,S,758,1996,Ilha,50293.83,Ano,S,Aprovado
EZYV16837,Ásia,Ensino Superior,S,N,3357,1984,Nordeste,72073.37,Ano,S,Aprovado
EZYV23343,Ásia,Mestrado,N,N,115,1989,Oeste,81509.37,Ano,S,Negado
EZYV12357,Ásia,Ensino Médio,S,N,3574,1967,Nordeste,128901.25,Ano,S,Negado
EZYV5966,Ásia,Doutorado,S,N,295,2012,Sul,49083.9,Ano,S,Aprovado
EZYV10119,Ásia,Mestrado,N,N,691,1977,Sul,41709.89,Semana,S,Aprovado
EZYV13576,Ásia,Ensino Médio,S,N,746,1999,Meio-Oeste,180166.68,Ano,S,Negado
EZYV5313,Ásia,Ensino Superior,S,N,290,2013,Oeste,92629.01,Ano,S,Aprovado
EZYV20420,Ásia,Mestrado,N,N,2257,2012,Oeste,159625.49,Ano,N,Negado
EZYV22262,Ásia,Mestrado,N,S,849,2006,Oeste,94410.25,Ano,S,Aprovado
EZYV5689,Ásia,Mestrado,N,N,1020,2002,Oeste,189236.17,Ano,S,Aprovado
EZYV1593,América do Norte,Ensino Superior,N,N,1504,1997,Sul,631.7448,Hora,S,Aprovado
EZYV8435,Europa,Ensino Superior,N,N,4626,1990,Nordeste,21966.08,Ano,S,Aprovado
EZYV11397,Ásia,Ensino Superior,S,N,2890,1984,Sul,18754.88,Ano,S,Aprovado
EZYV17504,Ásia,Ensino Superior,N,N,141,1858,Oeste,117476.5,Ano,S,Aprovado
EZYV15060,América do Norte,Mestrado,S,N,2097,1976,Meio-Oeste,23198.72,Ano,S,Aprovado
EZYV15572,Ásia,Ensino Médio,S,N,414,2012,Nordeste,82042.03,Semana,S,Negado
EZYV22757,América do Norte,Ensino Superior,S,N,2780,2014,Oeste,38147.84,Ano,S,Aprovado
EZYV20349,América do Norte,Ensino Superior,S,S,909,1907,Oeste,82323.14,Ano,S,Aprovado
EZYV8752,América do Sul,Doutorado,N,S,1043,1869,Nordeste,70027.64,Ano,S,Aprovado
EZYV8631,América do Norte,Ensino Superior,N,S,13139,2000,Nordeste,67462.48,Ano,S,Aprovado
EZYV10045,Ásia,Ensino Superior,S,N,3006,2001,Nordeste,83684.47,Ano,S,Negado
EZYV6545,Ásia,Mestrado,S,N,1752,2004,Nordeste,57400.53,Ano,S,Aprovado
EZYV13235,Ásia,Mestrado,S,S,10644,2000,Sul,91519.88,Ano,S,Negado
EZYV21768,Ásia,Ensino Superior,S,N,1942,1974,Oeste,92863.14,Ano,S,Aprovado
EZYV1681,Ásia,Ensino Superior,N,S,2012,2012,Oeste,93617.38,Ano,S,Negado
EZYV10502,Ásia,Doutorado,N,S,226,1985,Oeste,81103.19,Ano,S,Aprovado
EZYV1268,Ásia,Mestrado,S,N,4418,2008,Nordeste,114574.48,Ano,S,Aprovado
EZYV9981,América do Sul,Mestrado,N,N,2546,1922,Nordeste,58770.05,Ano,S,Aprovado
EZYV9986,Ásia,Ensino Superior,N,N,19024,2005,Sul,198852.99,Ano,S,Aprovado
EZYV24851,Ásia,Ensino Médio,N,N,4668,1966,Nordeste,178330.7,Ano,S,Aprovado
EZYV23674,Ásia,Ensino Superior,N,N,171,1963,Meio-Oeste,107106.7,Ano,S,Aprovado
EZYV20057,Ásia,Mestrado,S,N,26784,2010,Oeste,106077.65,Ano,N,Aprovado
EZYV15232,América do Norte,Ensino Superior,S,N,24,1902,Sul,56.1953,Hora,S,Negado
EZYV25001,América do Sul,Mestrado,S,N,3204,1998,Sul,77003.2,Ano,S,Aprovado
EZYV23535,Ásia,Mestrado,N,N,1180,1997,Nordeste,958.08,Ano,S,Negado
EZYV25103,Europa,Mestrado,S,N,2477,2007,Meio-Oeste,64493.93,Ano,S,Aprovado
EZYV18255,Ásia,Mestrado,S,N,18144,2009,Nordeste,138135.87,Ano,S,Negado
EZYV5692,Ásia,Ensino Superior,S,N,1587,1999,Meio-Oeste,62417.04,Ano,S,Negado
EZYV4320,América do Norte,Mestrado,N,N,2187,2001,Nordeste,713.0041,Hora,S,Negado
EZYV5923,América do Norte,Mestrado,S,N,2040,1990,Oeste,42903.74,Ano,S,Negado
EZYV13907,América do Norte,Mestrado,S,N,35861,2009,Nordeste,116782.48,Ano,S,Aprovado
EZYV17336,Ásia,Ensino Médio,S,N,1280,1998,Nordeste,100015.16,Ano,S,Aprovado
EZYV3941,Ásia,Ensino Superior,S,S,1861,1941,Nordeste,122770.0,Ano,S,Aprovado
EZYV687,Ásia,Mestrado,N,N,582,1971,Sul,92051.71,Ano,S,Aprovado
EZYV14543,Ásia,Mestrado,N,N,1300,2001,Oeste,8240.36,Ano,S,Negado
EZYV11827,Ásia,Ensino Médio,N,N,1274,1994,Nordeste,52350.99,Ano,S,Negado
EZYV2758,Europa,Mestrado,N,S,1236,2008,Oeste,17940.61,Ano,S,Aprovado
EZYV6706,Ásia,Ensino Superior,S,N,5401,2002,Nordeste,78785.76,Ano,S,Aprovado
EZYV7890,Ásia,Mestrado,S,N,236,1998,Nordeste,104491.79,Ano,S,Aprovado
EZYV16262,Ásia,Ensino Médio,S,N,4003,1979,Sul,37307.76,Ano,S,Aprovado
EZYV18369,Europa,Ensino Médio,S,N,3296,1994,Sul,17075.36,Ano,S,Aprovado
EZYV4074,Ásia,Ensino Superior,S,N,2547,1999,Oeste,68480.84,Ano,S,Aprovado
EZYV24151,Ásia,Ensino Médio,N,N,2118,2004,Meio-Oeste,132256.87,Ano,S,Aprovado
EZYV23859,Ásia,Ensino Médio,S,N,4815,2006,Meio-Oeste,210683.5,Ano,S,Aprovado
EZYV20100,Ásia,Ensino Superior,S,N,2965,2004,Nordeste,110784.19,Ano,S,Aprovado
EZYV20995,Europa,Ensino Superior,S,S,3673,1840,Oeste,56733.37,Ano,S,Aprovado
EZYV12221,Ásia,Ensino Superior,N,N,643,1997,Oeste,37665.1,Ano,S,Aprovado
EZYV22161,Ásia,Ensino Superior,S,N,4192,1965,Meio-Oeste,105292.67,Ano,N,Aprovado
EZYV324,Ásia,Mestrado,S,N,2345,1966,Sul,111254.68,Ano,S,Aprovado
EZYV16383,Ásia,Ensino Superior,N,N,2368,1989,Oeste,73725.65,Ano,S,Aprovado
EZYV10152,Ásia,Ensino Médio,S,N,2961,1993,Sul,32740.83,Ano,S,Negado
EZYV8086,Ásia,Ensino Superior,S,S,3490,1975,Sul,65680.52,Ano,S,Aprovado
EZYV11388,Europa,Ensino Médio,S,N,3255,1869,Oeste,49322.27,Ano,S,Negado
EZYV725,América do Norte,Mestrado,S,N,2886,1985,Nordeste,45318.93,Ano,S,Aprovado
EZYV20732,Ásia,Mestrado,S,N,80,1973,Oeste,131.88,Hora,S,Negado
EZYV16941,Ásia,Doutorado,N,S,2134,2007,Oeste,64393.06,Ano,S,Aprovado
EZYV1491,América do Norte,Ensino Superior,S,N,1156,1992,Oeste,446.24,Ano,S,Aprovado
EZYV19723,Europa,Doutorado,N,S,1833,1977,Sul,118550.77,Ano,S,Aprovado
EZYV22892,Ásia,Ensino Superior,S,N,4940,2008,Nordeste,37015.54,Ano,S,Aprovado
EZYV20655,Ásia,Ensino Superior,N,N,355,1998,Oeste,10852.78,Ano,S,Aprovado
EZYV15528,Ásia,Ensino Superior,S,N,2778,1855,Sul,122240.81,Ano,N,Aprovado
EZYV2126,América do Norte,Mestrado,S,N,1566,1948,Oeste,77136.35,Ano,S,Aprovado
EZYV5095,Ásia,Ensino Superior,N,S,2219,1885,Sul,145800.71,Ano,S,Negado
EZYV4455,América do Sul,Ensino Médio,N,N,561,1908,Nordeste,156.79,Hora,S,Negado
EZYV19083,Ásia,Mestrado,S,N,1535,1974,Meio-Oeste,125230.19,Ano,S,Aprovado
EZYV4091,América do Sul,Ensino Médio,S,N,968,1988,Ilha,68771.55,Ano,S,Aprovado
EZYV8221,Ásia,Mestrado,S,N,1378,1953,Oeste,890.13,Ano,S,Aprovado
EZYV6200,Ásia,Mestrado,N,N,1370,2001,Sul,89918.47,Semana,S,Aprovado
EZYV13434,Ásia,Mestrado,S,N,339,1999,Sul,67871.37,Ano,S,Aprovado
EZYV20374,Ásia,Ensino Superior,N,N,2663,1991,Sul,21988.7,Ano,S,Aprovado
EZYV9674,Ásia,Doutorado,S,N,1091,1850,Nordeste,75842.94,Ano,S,Aprovado
EZYV22647,Europa,Ensino Médio,S,N,1581,2002,Sul,51369.48,Semana,S,Aprovado
EZYV19060,África,Doutorado,S,S,14146,1804,Oeste,11187.53,Ano,S,Negado
EZYV24808,Ásia,Ensino Superior,S,N,3399,2007,Meio-Oeste,71044.14,Ano,S,Negado
EZYV6997,Ásia,Ensino Superior,S,N,1560,1994,Oeste,113548.21,Ano,S,Aprovado
EZYV8895,Ásia,Ensino Superior,S,N,1377,1992,Oeste,72158.21,Ano,S,Aprovado
EZYV20882,Oceania,Ensino Médio,N,N,605,2000,Nordeste,146930.92,Ano,S,Aprovado
EZYV14161,Ásia,Ensino Superior,S,N,6052,1991,Oeste,120838.39,Ano,S,Aprovado
EZYV7226,Ásia,Ensino Superior,S,N,2832,2013,Oeste,22217.77,Ano,S,Aprovado
EZYV18572,Ásia,Ensino Superior,S,N,2952,1983,Ilha,120939.22,Ano,N,Aprovado
EZYV6796,Europa,Doutorado,S,N,4271,2006,Nordeste,8450.02,Ano,S,Aprovado
EZYV19610,Ásia,Ensino Superior,N,N,1502,1969,Sul,618.1654,Hora,S,Aprovado
EZYV8360,Ásia,Ensino Superior,S,N,705,1925,Sul,160831.05,Ano,S,Aprovado
EZYV15369,Ásia,Ensino Superior,N,N,661,2010,Sul,129365.58,Ano,S,Negado
EZYV19954,Oceania,Ensino Superior,S,N,1135,1947,Ilha,61.409,Hora,S,Negado
EZYV6167,Ásia,Mestrado,N,N,233,1936,Nordeste,27924.9,Ano,S,Aprovado
EZYV20161,Ásia,Ensino Médio,N,N,2364,1968,Oeste,96013.98,Ano,S,Negado
EZYV6912,Ásia,Ensino Superior,S,N,2617,1984,Nordeste,39445.95,Ano,S,Aprovado
EZYV7126,Ásia,Ensino Médio,S,N,795,1998,Oeste,45368.85,Ano,S,Negado
EZYV6005,Ásia,Ensino Superior,N,N,1563,1972,Nordeste,95142.87,Ano,S,Aprovado
EZYV8668,Ásia,Ensino Superior,S,N,1571,1977,Meio-Oeste,4646.41,Ano,S,Aprovado
EZYV2112,Ásia,Ensino Médio,N,N,592,1838,Oeste,68598.69,Ano,S,Negado
EZYV24900,América do Norte,Ensino Médio,S,N,647,1999,Nordeste,127234.69,Ano,S,Negado
EZYV14423,América do Norte,Mestrado,S,N,578,1990,Nordeste,123845.84,Mês,S,Negado
EZYV8960,Ásia,Mestrado,S,N,1345,2004,Oeste,67116.28,Ano,S,Aprovado
EZYV21005,Europa,Ensino Médio,S,N,5750,1948,Oeste,31307.94,Ano,S,Negado
EZYV12419,Europa,Doutorado,S,N,1034,1995,Nordeste,4688.38,Ano,S,Aprovado
